N,P,K,temperature,humidity,ph,label,soil_texture
21,53,25,27.61204997,69.29786244,6.643160241,lentil,Clay Loam
39,53,25,23.43974653,63.22011726,5.54239222,lentil,Loam
19,57,25,20.95628486,63.68128841,6.839455147,lentil,Silty Loam
27,43,22,23.7937153,68.03209183,6.116317561,lentil,Clay Loam
29,49,23,22.6371424,65.44544859,5.833269045,lentil,Loam
7,67,21,21.53577883,65.47227704,7.105283614999999,lentil,Loam
31,51,23,29.87854588,65.73085206,6.550300686,lentil,Clay Loam
32,49,21,25.2653291,67.10004577,6.558054839,lentil,Loam
29,58,22,25.17885316,68.93307305,6.148034689999999,lentil,Loam
18,62,31,24.12192608,61.09533545,6.061618577,lentil,Loam
11,52,29,23.33565221,67.40460704,6.665264073,lentil,Loam
17,46,29,21.74600081,63.39503184,6.365091462,lentil,Clay Loam
37,67,28,27.60195453,63.46170674,5.51645379,lentil,Loam
11,56,24,24.388717,62.50453062,6.311341146999999,lentil,Loam
15,67,26,24.98287462,66.895409,5.979881442,lentil,Loam
43,65,28,28.234829,69.3159965,5.913284268,lentil,Loam
22,62,23,26.03026959,69.55863145,6.993210848,lentil,Loam
31,56,30,28.04849594,64.07691942,7.104930972999999,lentil,Loam
28,63,23,24.87425505,64.00213929,6.798076286,lentil,Clay Loam
37,66,28,23.97081395,62.35557553,6.607037515,lentil,Clay Loam
24,67,25,20.06003985,67.76252583,6.277262562,lentil,Loam
27,48,24,19.59221047,61.28633405,6.34398035,lentil,Loam
33,57,22,29.77013109,66.29327012,6.147361618,lentil,Clay Loam
6,55,27,27.52135365,60.53657684,6.151577597999999,lentil,Clay Loam
17,55,29,25.62896213,63.14909763,6.185020303,lentil,Loam
41,55,26,20.39078312,60.47528931,6.524042371999999,lentil,Loam
33,58,27,25.39038396,60.4989659,7.037373666,lentil,Loam
17,59,25,24.91079638,60.71367427,6.742611055999999,lentil,Clay Loam
27,56,22,27.70496805,63.20915034,7.34672376,lentil,Clay Loam
31,54,28,18.06486101,65.1034354,5.900479413999999,lentil,Clay Loam
21,53,22,18.13027797,62.45851612,5.678724107,lentil,Loam
19,47,28,23.82723528,67.89815262,6.366606679999999,lentil,Loam
38,47,25,23.19305333,62.74710773,7.241024177,lentil,Loam
26,51,23,25.08966129,68.17543102,6.159681838,lentil,Loam
5,57,27,25.86928193,61.88321072,6.672923306,lentil,Loam
15,63,23,18.43966037,68.05394959,7.332194788,lentil,Loam
35,49,24,27.14911056,67.02664337,5.757782589,lentil,Clay Loam
5,62,23,23.33375853,64.50515776,6.840988401,lentil,Loam
40,62,28,26.7230014,62.96841833,6.498905798999999,lentil,Loam
12,51,30,19.55750776,64.45268309,6.418681085999999,lentil,Loam
14,44,23,26.13708256,66.7729209,5.861937875,lentil,Loam
19,62,21,27.99990346,65.57653373,6.093036868,lentil,Clay Loam
19,64,26,29.05941162,62.10652364,6.642474678999999,lentil,Loam
41,53,22,25.71269843,64.1123333,7.292013657,lentil,Loam
33,55,27,21.79792649,63.73086065,5.850994223,lentil,Loam
33,67,22,24.70626432,60.26854183,5.652184880999999,lentil,Loam
45,49,28,20.94981756,65.8108757,6.602216044,lentil,Loam
15,58,25,24.84918386,68.98088448,6.872427638,lentil,Clay Loam
17,68,25,21.91041045,65.21662467,5.562001484,lentil,Loam
42,65,26,25.93381964,68.70533022,6.680506001,lentil,Loam
5,55,28,29.82112112,69.4073209,6.193798386999999,lentil,Loam
12,61,31,27.52185591,63.13215259,6.88805662,lentil,Loam
15,44,24,27.99627907,68.6428593,6.92710972,lentil,Loam
44,58,21,20.76774783,63.90164154,5.966355781,lentil,Loam
31,44,28,23.05276444,60.424786,6.611121216,lentil,Loam
14,65,23,21.65845777,63.58337146,5.880725548999999,lentil,Loam
9,47,25,26.25070298,67.62779652,7.221494566,lentil,Clay Loam
39,61,21,20.97195263,63.83179889,7.230424083,lentil,Clay Loam
38,65,21,23.89736406,66.32102048,7.402212436999999,lentil,Clay Loam
78,50,93,24.55981624,76.63536236,5.722935513,pomegranate,Loam
82,44,92,19.65690085,74.93701023,5.737649578,pomegranate,Sandy Loam
84,52,91,18.78359608,72.4024767,6.604781106,pomegranate,Sandy Loam
113,44,94,24.1469628,79.5110662,6.224670614,pomegranate,Sandy Loam
76,53,93,22.44581266,74.90147027,6.538016221,pomegranate,Sandy Loam
107,51,93,24.96273236,77.40501423,6.297366676999999,pomegranate,Sandy Loam
97,47,93,22.5526059,74.3259486,6.127673765,pomegranate,Loam
82,56,95,22.77035608,76.45498527,6.16137446,pomegranate,Sandy Loam
101,53,96,19.20090378,79.27659596,6.723509371,pomegranate,Sandy Loam
91,37,93,23.12808226,77.68328358,6.430646083,pomegranate,Sandy Loam
90,31,91,24.92639065,70.19098079,5.632525853,pomegranate,Sandy Loam
92,36,96,24.77464458,70.63608688,6.538993954,pomegranate,Sandy Loam
112,33,92,19.8671184,71.35590206,5.582435567,pomegranate,Sandy Loam
80,46,96,24.26601316,78.7974061,6.337042717,pomegranate,Loam
105,48,95,23.62600218,74.73266695,5.945104401,pomegranate,Loam
92,41,97,19.67832052,74.08935702,6.690784045,pomegranate,Sandy Loam
94,53,96,22.36509395,77.30882391,6.975344328,pomegranate,Sandy Loam
87,44,97,21.57936934,79.88267728,5.738528744,pomegranate,Sandy Loam
81,41,93,18.26233221,73.16779129,5.509380472,pomegranate,Sandy Loam
94,49,99,23.71028128,74.61794165,5.984400085,pomegranate,Sandy Loam
85,34,95,22.48720144,74.9224883,6.353509673,pomegranate,Sandy Loam
116,53,100,21.6602498,79.79397419,5.685638185,pomegranate,Loam
98,49,99,20.13037175,74.31505137,5.943874691,pomegranate,Sandy Loam
85,42,94,18.41164435,76.11927248,5.901198974,pomegranate,Loam
88,55,95,19.68291173,74.75272999,6.394037135,pomegranate,Sandy Loam
76,43,97,23.20242586,76.19442671,6.659840821,pomegranate,Stony / Rocky Loam
78,47,99,18.92157197,72.31290342,6.36893406,pomegranate,Sandy Loam
104,32,95,22.10621387,76.34039616,6.569855663999999,pomegranate,Sandy Loam
84,49,99,18.47412402,74.68919664,6.930837931,pomegranate,Sandy Loam
105,42,91,19.81069447,73.92944254,5.540338002,pomegranate,Sandy Loam
93,44,98,24.4880844,75.83687246,5.643005428,pomegranate,Sandy Loam
110,47,97,18.75927679,74.93457597,6.448687274,pomegranate,Loam
97,49,97,19.54128063,75.29751796,6.702751061,pomegranate,Sandy Loam
101,43,95,18.91251245,72.74938524,6.408023872,pomegranate,Loam
84,51,91,19.91330523,79.95031368,6.628522375,pomegranate,Sandy Loam
102,44,97,19.72620525,74.64934166,6.710374919,pomegranate,Sandy Loam
80,45,97,23.83185873,72.84034604,6.106605528,pomegranate,Loam
112,50,96,24.94467632,79.25702672,6.809180373999999,pomegranate,Sandy Loam
81,50,95,24.692258,78.87030088,6.097907579,pomegranate,Sandy Loam
95,43,94,24.72485577,70.56083187,6.528599215,pomegranate,Sandy Loam
115,56,93,20.12644921,72.59629625,6.765156738,pomegranate,Sandy Loam
81,55,99,21.02432943,78.0569505,5.378095745,pomegranate,Stony / Rocky Loam
80,50,98,22.40423537,73.1508343,6.999504272999999,pomegranate,Sandy Loam
114,47,90,20.33691147,74.38003827,5.641367187,pomegranate,Sandy Loam
113,37,91,24.24779615,70.56033312,6.510143266,pomegranate,Sandy Loam
85,51,96,24.81530144,76.90842992,5.772714857,pomegranate,Sandy Loam
105,48,98,19.66329768,72.95158129,5.361851831,pomegranate,Sandy Loam
81,47,93,22.43377991,75.3396556,5.907054808,pomegranate,Sandy Loam
98,52,93,22.92052307,70.12912161,6.788035315,pomegranate,Sandy Loam
80,44,92,22.91843172,70.40695044,6.93147457,pomegranate,Sandy Loam
97,32,96,24.88244467,74.39686219,6.886947687,pomegranate,Sandy Loam
105,47,100,23.40981539,78.13277,6.549260456,pomegranate,Sandy Loam
99,31,99,21.20725375,79.26304717,6.96300467,pomegranate,Sandy Loam
89,33,98,18.20230419,76.12282162,6.813481514999999,pomegranate,Sandy Loam
81,39,92,22.34375696,74.7870345,5.448243649,pomegranate,Sandy Loam
103,50,96,24.32770134,75.88292835,6.410251186,pomegranate,Loam
83,49,90,19.75088482,73.71691157,6.854313823,pomegranate,Stony / Rocky Loam
88,46,94,19.86173586,71.19740917,5.826999326,pomegranate,Loam
80,45,98,18.07132963,78.14554876,5.579427401999999,pomegranate,Sandy Loam
79,35,100,23.89162561,74.61850203,6.335244251,pomegranate,Loam
77,53,91,23.98598756,78.34236582,5.484995235,pomegranate,Loam
99,56,99,20.93892916,70.42912869,5.92476108,pomegranate,Sandy Loam
100,47,97,20.82210727,72.22815682,6.799014379,pomegranate,Sandy Loam
89,56,92,20.86474944,76.61793636,6.077148771,pomegranate,Loam
116,37,99,24.45840036,71.10874614,6.122396027,pomegranate,Sandy Loam
97,35,95,24.51147697,75.64498715,5.756401828,pomegranate,Loam
79,53,99,24.56811204,77.03009222,6.391302797,pomegranate,Loam
116,55,97,24.63228709,74.01574455,6.904094929,pomegranate,Sandy Loam
90,51,95,20.07386547,75.97819712,6.207872061,pomegranate,Loam
114,40,92,21.80523051,79.63612858,6.458402594,pomegranate,Sandy Loam
110,35,91,22.8122645,71.34233767,6.076038961,pomegranate,Loam
108,40,92,22.73031253,73.48567856,6.625256236,pomegranate,Loam
94,47,90,23.2801227,79.94330457,6.168560522,pomegranate,Sandy Loam
84,49,93,19.30106297,72.1775172,6.805410734,pomegranate,Sandy Loam
91,32,96,19.0087067,73.83768149,6.697368477,pomegranate,Sandy Loam
76,31,91,24.35193812,75.88612388,5.952906502,pomegranate,Loam
98,35,99,24.72235539,73.87651295,5.544361602,pomegranate,Loam
90,34,98,21.92513945,79.46485312,6.851654924,pomegranate,Sandy Loam
107,37,100,24.83954414,71.88738076,5.834612927999999,pomegranate,Sandy Loam
115,43,100,18.09691127,75.42177379,6.724490731,pomegranate,Sandy Loam
86,31,97,20.24104904,76.08706822,6.687005997,pomegranate,Sandy Loam
84,54,93,23.22594,79.42971362,6.6444019,pomegranate,Sandy Loam
108,39,97,23.50128217,77.97527546,5.586058032,pomegranate,Loam
94,35,95,19.44623085,74.02127045,5.427186257,pomegranate,Stony / Rocky Loam
96,53,96,20.51343484,77.51675903,5.500088663,pomegranate,Sandy Loam
115,51,91,18.90223032,79.99897537,5.367805185,pomegranate,Loam
96,33,100,18.90592319,74.24126808,5.877886011999999,pomegranate,Sandy Loam
87,36,100,22.63045168,73.45577158,6.197995609,pomegranate,Sandy Loam
116,44,98,19.38603815,71.79058496,5.567372539,pomegranate,Loam
79,52,94,24.38318965,76.19431555,6.879973241,pomegranate,Loam
85,42,91,23.77989026,77.93386903,5.693332378,pomegranate,Sandy Loam
106,46,93,22.59890174,78.16343942,6.858222596,pomegranate,Sandy Loam
116,35,96,24.37766782,70.4017118,5.58270695,pomegranate,Loam
116,56,90,20.89273273,76.07776977,6.069663963,pomegranate,Sandy Loam
108,51,90,18.09903225,70.70786282,5.692913826,pomegranate,Sandy Loam
109,49,100,20.00218987,70.83618191,6.916538882999999,pomegranate,Sandy Loam
80,40,96,19.85139326,74.80732335,6.230163481,pomegranate,Sandy Loam
89,43,100,21.25433607,77.65058936,6.959520979,pomegranate,Loam
115,50,94,23.65374106,78.32657504,6.231265737,pomegranate,Sandy Loam
84,54,92,23.88404783,71.20613842,5.882571701,pomegranate,Sandy Loam
186,77,191,29.36792366,71.24900101,6.149934034,banana,Clay Loam
200,78,195,27.33368994,78.67675197,5.849076099,banana,Loam
203,75,198,27.40053601,77.96221306,6.276800323,banana,Loam
181,59,199,29.3159075,75.11585705,5.926824754,banana,Clay Loam
175,60,194,26.05433004,74.39654531,5.519088423,banana,Clay Loam
188,77,198,25.86632408,79.42379269,6.079178788,banana,Clay Loam
185,75,200,27.00932084,75.18546798,6.13465588,banana,Clay Loam
203,72,198,29.55054817,73.06762846,5.808497604,banana,Loam
203,71,200,26.28845991,78.390039,5.891458107,banana,Clay Loam
200,60,197,29.16226551,71.16151562,5.816622479,banana,Clay Loam
213,71,197,28.65003945,77.68752542,5.843163161,banana,Loam
196,70,199,29.07311132,71.50045221,6.376756633,banana,Loam
190,58,195,28.08166093,70.26429821,5.623615687,banana,Loam
201,68,198,27.1994597,73.8086068,5.91505509,banana,Loam
181,78,194,28.05484146,73.04602887,6.458714879,banana,Clay Loam
178,62,200,25.14748006,78.34688193,5.565028635,banana,Loam
180,78,192,25.94019018,73.3422098,6.211833161,banana,Clay Loam
204,62,190,27.66752761,74.68542782,6.490074429,banana,Clay Loam
195,59,190,25.56703012,70.94067692,5.590236025,banana,Loam
212,69,193,28.6956201,77.54195839,6.225225239,banana,Clay Loam
209,77,198,26.33544853,71.8532006,6.190757459,banana,Loam
205,61,195,25.93730186,73.89864446,5.915568968,banana,Silty Loam
189,53,193,25.13686519,79.88394407,6.195152442,banana,Loam
175,54,192,27.50527651,75.79783998,6.156373499,banana,Loam
209,62,196,26.21009246,77.34429458,6.313197204,banana,Clay Loam
183,61,190,29.10403455,74.19588629,6.324270089,banana,Clay Loam
207,56,193,29.2440638,72.32017166,5.707488987,banana,Clay Loam
212,59,192,25.56202173,72.38229006,6.119216009,banana,Loam
206,70,193,26.3985515,76.36028902,5.571401169,banana,Loam
184,66,192,28.09577643,72.79586769,5.63127166,banana,Loam
188,74,192,27.84767901,78.31110751,6.101241579,banana,Clay Loam
187,64,197,27.39341554,76.4654833,6.438137279,banana,Loam
200,57,190,25.14517635,76.38204104,6.098369122,banana,Loam
197,54,193,28.65456263,74.28693687,5.695267822,banana,Clay Loam
189,74,196,29.16093424,71.67484233,5.618094446,banana,Clay Loam
211,54,192,27.57278064,77.0638878,6.435785799,banana,Loam
212,62,194,25.40909896,77.36208097,6.176644228,banana,Loam
214,55,200,25.99069521,78.33983116,6.220643671,banana,Loam
194,56,198,26.29039046,76.06003778,5.871702211,banana,Loam
186,67,197,29.14827211,73.71024836,6.390741836,banana,Loam
175,73,192,26.59743595,74.35898915,6.21084479,banana,Loam
196,53,193,25.36059237,70.03193255,6.012696655,banana,Loam
203,72,198,29.12036889,75.18080728,5.908770059,banana,Clay Loam
195,63,197,27.53911354,72.25629897,6.049801781,banana,Loam
204,74,198,29.66727337,78.51014178,6.010095853,banana,Loam
177,61,191,25.05802193,79.97323747,5.738678895,banana,Silty Loam
201,53,200,25.86824781,73.52399914,5.74055541,banana,Clay Loam
185,69,197,25.85036988,76.95580471,5.793260262,banana,Clay Loam
178,78,195,26.51682337,72.79913575,5.50947065,banana,Loam
214,73,193,28.66725136,74.59242542,5.986442306,banana,Loam
202,55,190,28.14938935,76.54448882,5.790768046,banana,Loam
211,64,200,26.42313317,78.6995044,5.915546415,banana,Clay Loam
196,58,195,26.59386409,76.40740301,6.242528278,banana,Loam
188,64,195,27.71822477,71.57853189,6.036079266,banana,Clay Loam
190,58,190,28.98333432,77.95958244,5.829898502,banana,Loam
202,54,200,29.42017919,78.96754496,6.088064451,banana,Loam
178,77,192,27.39872329,76.10523402,6.469370954,banana,Clay Loam
197,56,199,26.4020227,79.41007614,5.720726906,banana,Loam
181,62,190,27.81251452,77.69285419,5.80766417,banana,Clay Loam
212,69,198,25.19640218,78.55829874,5.703381728,banana,Clay Loam
206,62,198,28.31193338,70.77363772,6.165001278,banana,Clay Loam
190,57,195,25.90113128,75.47152737,6.002481605,banana,Loam
186,58,200,27.48612983,71.11239849,6.212369363,banana,Loam
188,66,191,29.38254012,78.50423735,5.765308943,banana,Loam
187,68,196,29.22118628,76.08183635,5.740764682,banana,Clay Loam
199,63,199,27.09062164,76.33506906,5.879119455,banana,Loam
198,55,196,26.12643374,76.81365007,6.099478745,banana,Loam
187,58,190,29.01207743,72.95192527,5.674403359,banana,Loam
188,68,194,27.96799119,74.28625709,5.694243847,banana,Loam
215,70,197,28.0764455,71.05522115,5.905494703,banana,Clay Loam
203,55,191,25.16278237,79.97849241,6.110844721,banana,Clay Loam
200,71,199,25.78749808,79.51194224,6.020445317,banana,Loam
193,62,195,25.34119774,79.47321314,6.435917308,banana,Loam
206,71,200,29.44795403,73.34971537,5.505393833,banana,Loam
192,57,190,26.47522633,73.51833782,5.677719902,banana,Loam
190,65,193,27.39489579,78.31172003,5.719014989,banana,Loam
184,74,200,25.08347445,75.261731,6.275572298,banana,Loam
184,68,200,26.6719835,71.48541655,6.275384607,banana,Loam
213,71,196,25.44926208,74.49221962,6.201911642,banana,Silty Loam
196,75,190,28.22776705,75.6430384,5.758054257,banana,Loam
194,75,192,28.1279509,72.48247073,6.323933647,banana,Loam
177,60,191,28.9470467,77.1888998,5.901100841,banana,Loam
185,69,200,27.96236771,79.15403614,5.644486582,banana,Loam
190,71,197,28.00316034,73.90085998,6.235461772,banana,Loam
199,56,191,29.1400919,75.1190228,6.28236237,banana,Loam
197,56,197,27.9122104,78.36307683,6.356090905,banana,Loam
195,57,197,25.43480512,76.53977797,5.837258235,banana,Loam
189,72,193,28.55980972,79.51602322,5.653437902,banana,Loam
194,53,191,26.59580783,77.99556744,5.727469947,banana,Clay Loam
207,70,193,27.19711623,72.3970629,6.200111068,banana,Loam
212,65,190,25.29391516,74.29122198,5.614471478,banana,Loam
191,69,196,29.90888522,71.98740841,6.257369799,banana,Clay Loam
208,68,190,27.94972463,71.63713353,6.037430836,banana,Clay Loam
200,76,191,25.01018457,73.76260938,5.760457558,banana,Loam
180,72,196,29.21144871,79.70189923,6.158164422,banana,Loam
203,77,192,27.35911627,79.54625006,6.387431383,banana,Loam
187,64,197,28.0106804,71.52808057,5.891413895,banana,Clay Loam
205,54,199,28.67208915,77.20793613,5.725418961,banana,Loam
177,58,200,27.34585147,73.4873835,6.281069505,banana,Clay Loam
212,64,198,29.50704598,73.20585613,5.507641778,banana,Clay Loam
127,69,112,29.73770045,32.54885174,6.454626604,mango,Loam
164,53,116,33.55695561,38.72979826,5.257114897,mango,Loam
146,55,112,27.00315545,32.67525434,6.199586972,mango,Loam
150,51,110,33.56150184,30.53556603,6.477413803,mango,Loam
125,50,117,35.89855625,39.25964196,6.930139436,mango,Loam
145,48,120,34.17719782,35.62161586,6.613935087,mango,Loam
144,50,119,30.01592643,38.19212381,5.574272692,mango,Loam
143,46,116,31.74592134,30.16127859,6.167507706,mango,Sandy Loam
136,65,118,35.99009679,37.22780489,6.478634285,mango,Loam
155,57,115,31.86641378,37.19331595,5.564613314,mango,Loam
143,48,112,27.75518664,37.34605806,5.272385986,mango,Loam
148,52,112,34.72413192,36.4271781,5.661148592,mango,Sandy Loam
162,59,119,27.53907547,38.63549533,7.297779227,mango,Sandy Loam
136,56,115,27.69637763,33.5622488,6.89474303,mango,Loam
137,48,116,27.25373364,37.66319725,6.066704378,mango,Loam
128,57,118,30.33723921,33.88704844,6.255049971,mango,Sandy Loam
162,67,117,31.85744939,30.53106268,5.917340525,mango,Sandy Loam
151,66,115,35.39986338,34.45962621,6.666173834,mango,Loam
139,47,115,29.80747243,37.13797867,5.691265116,mango,Loam
165,45,120,34.16438906,39.16482251,5.454739564,mango,Sandy Loam
129,49,110,28.93270187,32.94053996,6.164587011,mango,Loam
161,54,118,27.98392787,38.33018851,6.048584852,mango,Sandy Loam
155,46,116,31.20478173,39.49960506,7.304437106,mango,Loam
153,66,113,32.13409675,35.52559148,6.597869767,mango,Loam
163,44,115,28.91862016,33.13974548,5.575504537,mango,Loam
137,66,115,31.09779147,32.41196659,5.046466109,mango,Loam
163,48,116,34.73823882,34.08864345,6.355119268,mango,Loam
133,62,114,29.98080499,34.48613279,6.942393461,mango,Sandy Loam
140,56,113,33.80398664,31.12866113,5.007523551,mango,Loam
159,45,110,30.07202564,35.96040505,6.60729559,mango,Loam
136,65,116,27.92063282,36.77965917,6.97544932,mango,Loam
158,58,119,31.40948821,34.21729127,7.332979509,mango,Loam
137,60,111,35.7877738,36.94190321,5.895275719,mango,Loam
137,63,113,33.36140093,30.02236377,6.63526938,mango,Loam
130,45,116,35.96054636,33.69677802,5.055688532,mango,Loam
126,59,114,28.33333307,36.39586505,6.934197756,mango,Loam
141,64,116,32.27652024,35.19368841,5.816875978,mango,Sandy Loam
160,47,111,31.99490489,35.84881347,5.779388967,mango,Loam
129,69,111,27.58258929,33.56916221,7.220041791,mango,Sandy Loam
134,58,119,29.38471637,30.88744691,6.22742254,mango,Loam
127,67,118,32.38697531,38.2328243,5.191396195,mango,Loam
151,61,117,30.91471455,34.92963856,7.310186079,mango,Loam
159,67,116,35.37775595,30.58110023,6.954045329,mango,Loam
130,61,118,32.32362177,37.5896771,6.342763773,mango,Sandy Loam
156,58,111,28.22373428,32.40519056,5.524124684,mango,Loam
159,63,120,27.27433181,32.16808054,6.922710539,mango,Loam
161,48,117,27.10710832,35.70880979,5.44295037,mango,Loam
132,46,111,34.89226666,33.75613373,6.914526606,mango,Sandy Loam
163,44,112,33.7462686,33.50387598,7.277788126,mango,Loam
130,48,110,27.3511056,39.43945147,6.941328044,mango,Loam
162,65,111,32.89300162,37.61323969,5.150536197,mango,Loam
146,60,117,35.38598705,36.42664176,5.754532213,mango,Sandy Loam
162,65,112,27.5529736,32.90859131,6.410634533,mango,Loam
148,52,115,32.82141065,32.45553843,5.255273631,mango,Sandy Loam
161,55,111,30.17294105,36.0845903,7.314630246,mango,Loam
149,62,120,29.26382931,39.82257868,5.842866119,mango,Loam
151,47,115,32.06097197,36.08494181,6.836234624,mango,Sandy Loam
147,46,111,28.69818144,32.71875722,5.254435025,mango,Loam
136,63,117,29.14305008,34.40983294,7.331706773,mango,Sandy Loam
154,64,113,28.3471611,38.53903102,7.467417766,mango,Loam
147,57,111,27.67256197,30.41692012,5.447683034,mango,Loam
148,53,117,28.1218093,31.168885950000004,6.130619901,mango,Loam
126,64,119,30.79375683,31.69536813,6.77339822,mango,Loam
127,53,119,28.89409382,39.80750249,6.972774648,mango,Loam
164,66,110,33.33024826,30.61143594,7.453246506,mango,Loam
140,65,112,27.78912455,38.96886679,6.143710216,mango,Loam
128,47,116,31.65333432,33.20662669,6.892313973,mango,Stony / Rocky Loam
133,67,117,29.75150773,31.73723302,5.481816523,mango,Loam
158,60,119,31.32995611,35.22287593,5.921265283,mango,Loam
139,58,117,35.63627319,33.97047762,7.442520105,mango,Loam
143,49,111,31.66524687,36.98594645,5.935840509,mango,Loam
134,50,117,32.26935342,38.56092806,6.370116071,mango,Loam
145,59,112,27.81005614,36.59445462,5.24910393,mango,Loam
134,67,110,34.58561471,35.34035336,5.997946899,mango,Sandy Loam
151,53,119,31.27180992,37.23810152,7.311291098,mango,Loam
156,65,114,33.93679864,37.72170281,6.960542749,mango,Loam
139,47,120,31.09154239,32.02058367,5.291146778,mango,Loam
165,45,120,31.89356292,34.02450149,6.9841522,mango,Loam
153,56,119,32.45465292,35.69693751,7.026654345,mango,Loam
125,46,115,35.47478322,32.97230503,6.779133738,mango,Loam
126,58,114,27.32961444,34.30347234,6.552026047,mango,Loam
127,65,116,30.90225239,34.95955487,6.23171945,mango,Loam
137,56,111,29.09382275,30.5661059,5.82307197,mango,Loam
132,57,120,30.02086169,31.78393776,5.16910839,mango,Loam
125,65,111,34.13072188,36.25786185,5.601206389,mango,Loam
151,64,116,33.44619894,38.05980465,5.839556562,mango,Loam
152,50,115,35.3915464,37.48823147,5.561081874,mango,Loam
147,67,116,31.53356352,38.06009323,6.321106036,mango,Loam
147,47,116,30.7645515,32.93791463,6.456027059,mango,Loam
153,52,113,30.01821337,35.0983181,6.176032581,mango,Sandy Loam
132,60,112,31.32863689,32.59319575,7.024114355,mango,Loam
154,63,111,33.88004781,39.39416048,6.773953676,mango,Loam
133,66,118,28.07802689,39.9640534,6.628167757,mango,Loam
164,45,112,35.53845018,37.94641947,5.434964765,mango,Stony / Rocky Loam
165,53,110,28.70595247,35.44030129,5.945008416,mango,Loam
144,67,111,31.48451729,33.77926304,5.025722333,mango,Loam
146,50,115,27.69819273,36.41593238,5.903908328,mango,Loam
147,47,118,30.41235793,37.48100602,7.121623545,mango,Stony / Rocky Loam
156,49,115,32.17752026,39.01352682,6.707495815,mango,Loam
143,55,116,32.6112614,32.74916499,5.918475257,mango,Loam
99,159,271,29.99677232,66.54156612,6.112305667,grapes,Sandy Loam
88,173,280,30.7280404,67.42614055,6.092241627,grapes,Loam
97,152,281,32.44577836,68.88504863,5.896343436,grapes,Sandy Loam
111,154,272,37.46566825,65.65968681,6.15526103,grapes,Stony / Rocky Loam
99,160,272,22.03296178,68.74372787,5.732453638,grapes,Sandy Loam
77,152,274,39.64851881,67.21079946,6.253034534,grapes,Sandy Loam
110,169,273,16.77557314,67.75241875,6.106190557,grapes,Stony / Rocky Loam
86,151,271,12.14190714,68.56812483,5.647202395,grapes,Sandy Loam
81,152,279,12.7567962,66.62497448,6.130310493,grapes,Sandy Loam
92,163,280,39.04071989,65.18393287,6.499604931,grapes,Sandy Loam
100,159,273,39.70772192,67.68593454,5.554831977,grapes,Sandy Loam
102,174,281,9.467960445,67.29335466,5.800242694,grapes,Sandy Loam
84,151,277,29.58748357,65.91934392,5.570290539,grapes,Loam
91,168,279,17.82803682,65.96093443,6.27564088,grapes,Loam
107,170,280,8.825674745,67.89753705,5.536645599,grapes,Sandy Loam
97,167,271,27.83487131,68.51444973,6.208196881,grapes,Loam
106,173,278,11.02105378,65.55557235,5.870600622,grapes,Sandy Loam
78,165,281,17.5862944,65.84806564,6.334771461,grapes,Loam
103,151,273,19.89363946,67.73366439,5.856575335,grapes,Sandy Loam
79,165,280,29.93707596,66.77713468,5.898944282,grapes,Sandy Loam
114,174,277,36.73126647,65.58931938,5.775600435,grapes,Sandy Loam
113,161,273,20.42094753,66.54185044,5.931101816,grapes,Sandy Loam
111,162,274,25.51939719,68.98351748,6.2286454,grapes,Sandy Loam
100,150,277,30.50734778,67.71775569,5.594240603,grapes,Loam
90,154,275,18.4269936,65.55625868,5.569230319,grapes,Sandy Loam
99,169,281,12.087022,68.59398734,5.93202852,grapes,Sandy Loam
88,161,279,23.60115364,67.48336987,6.423216506,grapes,Loam
80,155,273,12.80000387,66.20876367,6.417500829,grapes,Sandy Loam
105,149,276,38.06099482,67.24729637,6.234904253,grapes,Sandy Loam
98,171,273,39.06555518,67.03812973,6.000573725,grapes,Sandy Loam
101,164,279,33.78372897,66.16314317,5.685102769,grapes,Sandy Loam
82,155,279,16.76201707,67.00335557,5.662140095,grapes,Sandy Loam
107,168,274,35.89307536,67.66850729,6.358186848,grapes,Sandy Loam
84,170,278,21.01245395,66.17931863,6.119495295,grapes,Sandy Loam
95,171,272,10.89875873,65.01639435,6.207600783,grapes,Sandy Loam
107,158,277,16.36251869,68.00471609,6.48754639,grapes,Sandy Loam
78,163,275,20.28370163,66.32235739,5.81717753,grapes,Sandy Loam
113,167,280,25.11108456,68.25447587,6.325480034,grapes,Sandy Loam
89,160,274,33.4641162,68.86742974,5.562790949,grapes,Stony / Rocky Loam
95,151,280,11.7976469,65.86325389,6.487369687,grapes,Sandy Loam
115,155,277,11.36300891,65.03100049,6.116982944,grapes,Sandy Loam
111,157,280,25.23542319,65.68700527,5.695792761,grapes,Sandy Loam
86,161,273,15.99050693,66.23966573,5.734317007,grapes,Loam
75,166,271,22.4359017,65.18612085,6.329499832,grapes,Stony / Rocky Loam
94,152,276,34.76086052,66.03544763,6.167013532,grapes,Sandy Loam
106,165,273,31.11047251,68.34010951,5.653776058,grapes,Loam
79,163,276,28.57828803,65.95628959,5.840256272,grapes,Loam
114,168,277,41.18664903,66.01783402,5.539980812,grapes,Stony / Rocky Loam
83,156,272,27.02766138,68.17093908,5.833302165,grapes,Sandy Loam
114,167,279,21.19339319,67.33098331,6.399433771,grapes,Sandy Loam
107,149,280,10.38004759,68.44518113,6.138958698,grapes,Sandy Loam
87,171,279,31.3115978,67.56407013,5.972850838,grapes,Sandy Loam
